Mod:Item:MetaData, Localized Name
WallpaperCraft:SolidGreenBlocks:3, Solid Green
WallpaperCraft:SolidGreenBlocks:4, Solid Dark Green
WallpaperCraft:SolidGreenBlocks:5, Solid Light Summer Green
WallpaperCraft:SolidGreenBlocks:6, Solid Summer Green
WallpaperCraft:SolidGreenBlocks:7, Solid Lush Green
WallpaperCraft:SolidGreenBlocks:8, Solid Deep Lush Green
WallpaperCraft:SolidGreenBlocks:9, Solid Dark Lush Green
WallpaperCraft:SolidGreenBlocks:10, Solid Light Spring Green
WallpaperCraft:SolidGreenBlocks:11, Solid Spring Green
WallpaperCraft:SolidGreenBlocks:12, Solid Light Olive Green
WallpaperCraft:SolidGreenBlocks:13, Solid Olive Green
WallpaperCraft:SolidGreenBlocks:14, Solid Moss Green
WallpaperCraft:SolidYellowBlocks:0, Solid Light Lemon Yellow
WallpaperCraft:SolidYellowBlocks:1, Solid Lemon Yellow
WallpaperCraft:SolidYellowBlocks:2, Solid Sunny Yellow
WallpaperCraft:SolidYellowBlocks:3, Solid Soft Yellow
WallpaperCraft:SolidYellowBlocks:4, Solid Orange Yellow
WallpaperCraft:SolidYellowBlocks:5, Solid Light Sand Yellow
WallpaperCraft:SolidYellowBlocks:6, Solid Light Yellow
WallpaperCraft:SolidYellowBlocks:7, Solid Yellow
WallpaperCraft:SolidYellowBlocks:8, Solid Gold Yellow
WallpaperCraft:SolidYellowBlocks:9, Solid Dark Orange
WallpaperCraft:SolidYellowBlocks:10, Solid Light Orange
WallpaperCraft:SolidYellowBlocks:11, Solid Sunny Orange
WallpaperCraft:SolidYellowBlocks:12, Solid Orange
WallpaperCraft:SolidYellowBlocks:13, Solid Deep Orange
WallpaperCraft:SolidYellowBlocks:14, Solid Orange Red
WallpaperCraft:SolidBrownBlocks:0, Solid Soft Orange
WallpaperCraft:SolidBrownBlocks:1, Solid Sienna brown
WallpaperCraft:SolidBrownBlocks:2, Solid Burnt Sienna Brown
WallpaperCraft:SolidBrownBlocks:3, Solid Earth Brown
WallpaperCraft:SolidBrownBlocks:4, Solid Soil Brown
WallpaperCraft:SolidBrownBlocks:5, Solid Light Beige
WallpaperCraft:SolidBrownBlocks:6, Solid Beige
WallpaperCraft:SolidBrownBlocks:7, Solid Terracotta Red
WallpaperCraft:SolidBrownBlocks:8, Solid Brown
WallpaperCraft:SolidBrownBlocks:9, Solid Saddle Brown
WallpaperCraft:SolidBrownBlocks:10, Solid Light Gray Brown
WallpaperCraft:SolidBrownBlocks:11, Solid Gray Brown
WallpaperCraft:SolidBrownBlocks:12, Solid Middle Gray Brown
WallpaperCraft:SolidBrownBlocks:13, Solid Gray Brown
WallpaperCraft:SolidBrownBlocks:14, Solid Dark Gray Brown
WallpaperCraft:SolidGrayBlocks:0, Solid White Gray
WallpaperCraft:SolidGrayBlocks:1, Solid Light Gray
WallpaperCraft:SolidGrayBlocks:2, Solid Gray
WallpaperCraft:SolidGrayBlocks:3, Solid Dark Gray
WallpaperCraft:SolidGrayBlocks:4, Solid Gray Black
WallpaperCraft:SolidGrayBlocks:5, Solid Light Warm Gray
WallpaperCraft:SolidGrayBlocks:6, Solid Warm Gray
WallpaperCraft:SolidGrayBlocks:7, Solid Middle Warm Gray
WallpaperCraft:SolidGrayBlocks:8, Solid Dark Warm Gray
WallpaperCraft:SolidGrayBlocks:9, Solid Warm Black Gray
WallpaperCraft:SolidGrayBlocks:10, Solid Light Cool gray
WallpaperCraft:SolidGrayBlocks:11, Solid Cool Gray
WallpaperCraft:SolidGrayBlocks:12, Solid Dark Cool Gray
WallpaperCraft:SolidGrayBlocks:13, Solid Cool Blue Gray
WallpaperCraft:SolidGrayBlocks:14, Solid Cool Dark Blue Gray
WallpaperCraft:DiagonallyDottedRed:0, Diagonally Dotted Light Warm Pink
WallpaperCraft:DiagonallyDottedRed:1, Diagonally Dotted Light Red
WallpaperCraft:DiagonallyDottedRed:2, Diagonally Dotted Bright Red
WallpaperCraft:DiagonallyDottedRed:3, Diagonally Dotted Red
WallpaperCraft:DiagonallyDottedRed:4, Diagonally Dotted Blood Red
WallpaperCraft:DiagonallyDottedRed:5, Diagonally Dotted Light Cool Pink
WallpaperCraft:DiagonallyDottedRed:6, Diagonally Dotted Pink
WallpaperCraft:DiagonallyDottedRed:7, Diagonally Dotted Hot Pink
WallpaperCraft:DiagonallyDottedRed:8, Diagonally Dotted Dark Pink
WallpaperCraft:DiagonallyDottedRed:9, Diagonally Dotted Fuchsia
WallpaperCraft:DiagonallyDottedRed:10, Diagonally Dotted Baby Pink
WallpaperCraft:DiagonallyDottedRed:11, Diagonally Dotted Light Salmon Red
WallpaperCraft:DiagonallyDottedRed:12, Diagonally Dotted Salmon Red
WallpaperCraft:DiagonallyDottedRed:13, Diagonally Dotted Brown Red
WallpaperCraft:DiagonallyDottedRed:14, Diagonally Dotted Dark Brown Red
WallpaperCraft:DiagonallyDottedPurple:0, Diagonally Dotted Light Magenta
WallpaperCraft:DiagonallyDottedPurple:1, Diagonally Dotted Magenta
WallpaperCraft:DiagonallyDottedPurple:2, Diagonally Dotted Dark Magenta
WallpaperCraft:DiagonallyDottedPurple:3, Diagonally Dotted Violet
WallpaperCraft:DiagonallyDottedPurple:4, Diagonally Dotted Dark Violet
WallpaperCraft:DiagonallyDottedPurple:5, Diagonally Dotted Light Violet
WallpaperCraft:DiagonallyDottedPurple:6, Diagonally Dotted Light Purple
WallpaperCraft:DiagonallyDottedPurple:7, Diagonally Dotted Purple
WallpaperCraft:DiagonallyDottedPurple:8, Diagonally Dotted Dark Purple
WallpaperCraft:DiagonallyDottedPurple:9, Diagonally Dotted Royal Blue
WallpaperCraft:DiagonallyDottedPurple:10, Diagonally Dotted Light Lavender
WallpaperCraft:DiagonallyDottedPurple:11, Diagonally Dotted Lavender
WallpaperCraft:DiagonallyDottedPurple:12, Diagonally Dotted Azure Blue
WallpaperCraft:DiagonallyDottedPurple:13, Diagonally Dotted Dark Blue
WallpaperCraft:DiagonallyDottedPurple:14, Diagonally Dotted Midnight Blue
WallpaperCraft:DiagonallyDottedBlue:0, Diagonally Dotted Light Blue
WallpaperCraft:DiagonallyDottedBlue:1, Diagonally Dotted Light Sky Blue
WallpaperCraft:DiagonallyDottedBlue:2, Diagonally Dotted Sky Blue
WallpaperCraft:DiagonallyDottedBlue:3, Diagonally Dotted Dark Sky Blue
WallpaperCraft:DiagonallyDottedBlue:4, Diagonally Dotted Navy Blue
WallpaperCraft:DiagonallyDottedBlue:5, Diagonally Dotted Light Baby Blue
WallpaperCraft:DiagonallyDottedBlue:6, Diagonally Dotted Baby Blue
WallpaperCraft:DiagonallyDottedBlue:7, Diagonally Dotted Bright Blue
WallpaperCraft:DiagonallyDottedBlue:8, Diagonally Dotted Medium Blue
WallpaperCraft:DiagonallyDottedBlue:9, Diagonally Dotted Deep Blue
WallpaperCraft:DiagonallyDottedBlue:10, Diagonally Dotted Light Aqua Blue
WallpaperCraft:DiagonallyDottedBlue:11, Diagonally Dotted Aqua Blue
WallpaperCraft:DiagonallyDottedBlue:12, Diagonally Dotted Dark Aqua Blue
WallpaperCraft:DiagonallyDottedBlue:13, Diagonally Dotted Ocean Blue
WallpaperCraft:DiagonallyDottedBlue:14, Diagonally Dotted Midnight Blue
WallpaperCraft:DiagonallyDottedCyan:0, Diagonally Dotted Light Green Blue
WallpaperCraft:DiagonallyDottedCyan:1, Diagonally Dotted Light Turquoise Blue
WallpaperCraft:DiagonallyDottedCyan:2, Diagonally Dotted Turquoise Blue
WallpaperCraft:DiagonallyDottedCyan:3, Diagonally Dotted Teal Blue
WallpaperCraft:DiagonallyDottedCyan:4, Diagonally Dotted Dark Teal Blue
WallpaperCraft:DiagonallyDottedCyan:5, Diagonally Dotted Light Seafoam Blue Green
WallpaperCraft:DiagonallyDottedCyan:6, Diagonally Dotted Seafoam Blue Green
WallpaperCraft:DiagonallyDottedCyan:7, Diagonally Dotted Blue Green
WallpaperCraft:DiagonallyDottedCyan:8, Diagonally Dotted Dark Blue Green
WallpaperCraft:DiagonallyDottedCyan:9, Diagonally Dotted Dark Pine Blue Green
WallpaperCraft:DiagonallyDottedGreen:0, Diagonally Dotted Light Green
WallpaperCraft:DiagonallyDottedGreen:1, Diagonally Dotted Light Spring Green
WallpaperCraft:DiagonallyDottedGreen:2, Diagonally Dotted Spring Green
WallpaperCraft:DiagonallyDottedGreen:3, Diagonally Dotted Green
WallpaperCraft:DiagonallyDottedGreen:4, Diagonally Dotted Dark Green
WallpaperCraft:DiagonallyDottedGreen:5, Diagonally Dotted Light Summer Green
WallpaperCraft:DiagonallyDottedGreen:6, Diagonally Dotted Summer Green
WallpaperCraft:DiagonallyDottedGreen:7, Diagonally Dotted Lush Green
WallpaperCraft:DiagonallyDottedGreen:8, Diagonally Dotted Deep Lush Green
WallpaperCraft:DiagonallyDottedGreen:9, Diagonally Dotted Dark Lush Green
WallpaperCraft:DiagonallyDottedGreen:10, Diagonally Dotted Light Spring Green
WallpaperCraft:DiagonallyDottedGreen:11, Diagonally Dotted Spring Green
WallpaperCraft:DiagonallyDottedGreen:12, Diagonally Dotted Light Olive Green
WallpaperCraft:DiagonallyDottedGreen:13, Diagonally Dotted Olive Green
WallpaperCraft:DiagonallyDottedGreen:14, Diagonally Dotted Moss Green
WallpaperCraft:DiagonallyDottedYellow:0, Diagonally Dotted Light Lemon Yellow
WallpaperCraft:DiagonallyDottedYellow:1, Diagonally Dotted Lemon Yellow
WallpaperCraft:DiagonallyDottedYellow:2, Diagonally Dotted Sunny Yellow
WallpaperCraft:DiagonallyDottedYellow:3, Diagonally Dotted Soft Yellow
WallpaperCraft:DiagonallyDottedYellow:4, Diagonally Dotted Orange Yellow
WallpaperCraft:DiagonallyDottedYellow:5, Diagonally Dotted Light Sand Yellow
WallpaperCraft:DiagonallyDottedYellow:6, Diagonally Dotted Light Yellow
WallpaperCraft:DiagonallyDottedYellow:7, Diagonally Dotted Yellow
WallpaperCraft:DiagonallyDottedYellow:8, Diagonally Dotted Gold Yellow
WallpaperCraft:DiagonallyDottedYellow:9, Diagonally Dotted Dark Orange
WallpaperCraft:DiagonallyDottedYellow:10, Diagonally Dotted Light Orange
WallpaperCraft:DiagonallyDottedYellow:11, Diagonally Dotted Sunny Orange
WallpaperCraft:DiagonallyDottedYellow:12, Diagonally Dotted Orange
WallpaperCraft:DiagonallyDottedYellow:13, Diagonally Dotted Deep Orange
WallpaperCraft:DiagonallyDottedYellow:14, Diagonally Dotted Orange Red
WallpaperCraft:DiagonallyDottedBrown:0, Diagonally Dotted Soft Orange
WallpaperCraft:DiagonallyDottedBrown:1, Diagonally Dotted Sienna brown
WallpaperCraft:DiagonallyDottedBrown:2, Diagonally Dotted Burnt Sienna Brown
WallpaperCraft:DiagonallyDottedBrown:3, Diagonally Dotted Earth Brown
WallpaperCraft:DiagonallyDottedBrown:4, Diagonally Dotted Soil Brown
WallpaperCraft:DiagonallyDottedBrown:5, Diagonally Dotted Light Beige
WallpaperCraft:DiagonallyDottedBrown:6, Diagonally Dotted Beige
WallpaperCraft:DiagonallyDottedBrown:7, Diagonally Dotted Terracotta Red
WallpaperCraft:DiagonallyDottedBrown:8, Diagonally Dotted Brown
WallpaperCraft:DiagonallyDottedBrown:9, Diagonally Dotted Saddle Brown
WallpaperCraft:DiagonallyDottedBrown:10, Diagonally Dotted Light Gray Brown
WallpaperCraft:DiagonallyDottedBrown:11, Diagonally Dotted Gray Brown
WallpaperCraft:DiagonallyDottedBrown:12, Diagonally Dotted Middle Gray Brown
WallpaperCraft:DiagonallyDottedBrown:13, Diagonally Dotted Gray Brown
WallpaperCraft:DiagonallyDottedBrown:14, Diagonally Dotted Dark Gray Brown
WallpaperCraft:DiagonallyDottedGray:0, Diagonally Dotted White Gray
WallpaperCraft:DiagonallyDottedGray:1, Diagonally Dotted Light Gray
WallpaperCraft:DiagonallyDottedGray:2, Diagonally Dotted Gray
WallpaperCraft:DiagonallyDottedGray:3, Diagonally Dotted Dark Gray
WallpaperCraft:DiagonallyDottedGray:4, Diagonally Dotted Gray Black
WallpaperCraft:DiagonallyDottedGray:5, Diagonally Dotted Light Warm Gray
WallpaperCraft:DiagonallyDottedGray:6, Diagonally Dotted Warm Gray
WallpaperCraft:DiagonallyDottedGray:7, Diagonally Dotted Middle Warm Gray
WallpaperCraft:DiagonallyDottedGray:8, Diagonally Dotted Dark Warm Gray
WallpaperCraft:DiagonallyDottedGray:9, Diagonally Dotted Warm Black Gray
WallpaperCraft:DiagonallyDottedGray:10, Diagonally Dotted Light Cool gray
WallpaperCraft:DiagonallyDottedGray:11, Diagonally Dotted Cool Gray
WallpaperCraft:DiagonallyDottedGray:12, Diagonally Dotted Dark Cool Gray
WallpaperCraft:DiagonallyDottedGray:13, Diagonally Dotted Cool Blue Gray
WallpaperCraft:DiagonallyDottedGray:14, Diagonally Dotted Cool Dark Blue Gray
WallpaperCraft:DottedRed:0, Dotted Light Warm Pink
WallpaperCraft:DottedRed:1, Dotted Light Red
WallpaperCraft:DottedRed:2, Dotted Bright Red
WallpaperCraft:DottedRed:3, Dotted Red
WallpaperCraft:DottedRed:4, Dotted Blood Red
WallpaperCraft:DottedRed:5, Dotted Light Cool Pink
WallpaperCraft:DottedRed:6, Dotted Pink
WallpaperCraft:DottedRed:7, Dotted Hot Pink
WallpaperCraft:DottedRed:8, Dotted Dark Pink
WallpaperCraft:DottedRed:9, Dotted Fuchsia
WallpaperCraft:DottedRed:10, Dotted Baby Pink
WallpaperCraft:DottedRed:11, Dotted Light Salmon Red
WallpaperCraft:DottedRed:12, Dotted Salmon Red
WallpaperCraft:DottedRed:13, Dotted Brown Red
WallpaperCraft:DottedRed:14, Dotted Dark Brown Red
WallpaperCraft:DottedPurple:0, Dotted Light Magenta
WallpaperCraft:DottedPurple:1, Dotted Magenta
WallpaperCraft:DottedPurple:2, Dotted Dark Magenta
WallpaperCraft:DottedPurple:3, Dotted Violet
WallpaperCraft:DottedPurple:4, Dotted Dark Violet
WallpaperCraft:DottedPurple:5, Dotted Light Violet
WallpaperCraft:DottedPurple:6, Dotted Light Purple
WallpaperCraft:DottedPurple:7, Dotted Purple
WallpaperCraft:DottedPurple:8, Dotted Dark Purple
WallpaperCraft:DottedPurple:9, Dotted Royal Blue
WallpaperCraft:DottedPurple:10, Dotted Light Lavender
WallpaperCraft:DottedPurple:11, Dotted Lavender
WallpaperCraft:DottedPurple:12, Dotted Azure Blue
WallpaperCraft:DottedPurple:13, Dotted Dark Blue
WallpaperCraft:DottedPurple:14, Dotted Midnight Blue
WallpaperCraft:DottedBlue:0, Dotted Light Blue
WallpaperCraft:DottedBlue:1, Dotted Light Sky Blue
WallpaperCraft:DottedBlue:2, Dotted Sky Blue
WallpaperCraft:DottedBlue:3, Dotted Dark Sky Blue
WallpaperCraft:DottedBlue:4, Dotted Navy Blue
WallpaperCraft:DottedBlue:5, Dotted Light Baby Blue
WallpaperCraft:DottedBlue:6, Dotted Baby Blue
WallpaperCraft:DottedBlue:7, Dotted Bright Blue
WallpaperCraft:DottedBlue:8, Dotted Medium Blue
WallpaperCraft:DottedBlue:9, Dotted Deep Blue
WallpaperCraft:DottedBlue:10, Dotted Light Aqua Blue
WallpaperCraft:DottedBlue:11, Dotted Aqua Blue
WallpaperCraft:DottedBlue:12, Dotted Dark Aqua Blue
WallpaperCraft:DottedBlue:13, Dotted Ocean Blue
WallpaperCraft:DottedBlue:14, Dotted Midnight Blue
WallpaperCraft:DottedCyan:0, Dotted Light Green Blue
WallpaperCraft:DottedCyan:1, Dotted Light Turquoise Blue
WallpaperCraft:DottedCyan:2, Dotted Turquoise Blue
WallpaperCraft:DottedCyan:3, Dotted Teal Blue
WallpaperCraft:DottedCyan:4, Dotted Dark Teal Blue
WallpaperCraft:DottedCyan:5, Dotted Light Seafoam Blue Green
WallpaperCraft:DottedCyan:6, Dotted Seafoam Blue Green
WallpaperCraft:DottedCyan:7, Dotted Blue Green
WallpaperCraft:DottedCyan:8, Dotted Dark Blue Green
WallpaperCraft:DottedCyan:9, Dotted Dark Pine Blue Green
WallpaperCraft:DottedGreen:0, Dotted Light Green
WallpaperCraft:DottedGreen:1, Dotted Light Spring Green
WallpaperCraft:DottedGreen:2, Dotted Spring Green
WallpaperCraft:DottedGreen:3, Dotted Green
WallpaperCraft:DottedGreen:4, Dotted Dark Green
WallpaperCraft:DottedGreen:5, Dotted Light Summer Green
WallpaperCraft:DottedGreen:6, Dotted Summer Green
WallpaperCraft:DottedGreen:7, Dotted Lush Green
WallpaperCraft:DottedGreen:8, Dotted Deep Lush Green
WallpaperCraft:DottedGreen:9, Dotted Dark Lush Green
WallpaperCraft:DottedGreen:10, Dotted Light Spring Green
WallpaperCraft:DottedGreen:11, Dotted Spring Green
WallpaperCraft:DottedGreen:12, Dotted Light Olive Green
WallpaperCraft:DottedGreen:13, Dotted Olive Green
WallpaperCraft:DottedGreen:14, Dotted Moss Green
WallpaperCraft:DottedYellow:0, Dotted Light Lemon Yellow
WallpaperCraft:DottedYellow:1, Dotted Lemon Yellow
WallpaperCraft:DottedYellow:2, Dotted Sunny Yellow
WallpaperCraft:DottedYellow:3, Dotted Soft Yellow
WallpaperCraft:DottedYellow:4, Dotted Orange Yellow
WallpaperCraft:DottedYellow:5, Dotted Light Sand Yellow
WallpaperCraft:DottedYellow:6, Dotted Light Yellow
WallpaperCraft:DottedYellow:7, Dotted Yellow
WallpaperCraft:DottedYellow:8, Dotted Gold Yellow
WallpaperCraft:DottedYellow:9, Dotted Dark Orange
WallpaperCraft:DottedYellow:10, Dotted Light Orange
WallpaperCraft:DottedYellow:11, Dotted Sunny Orange
WallpaperCraft:DottedYellow:12, Dotted Orange
WallpaperCraft:DottedYellow:13, Dotted Deep Orange
WallpaperCraft:DottedYellow:14, Dotted Orange Red
WallpaperCraft:DottedBrown:0, Dotted Soft Orange
WallpaperCraft:DottedBrown:1, Dotted Sienna brown
WallpaperCraft:DottedBrown:2, Dotted Burnt Sienna Brown
WallpaperCraft:DottedBrown:3, Dotted Earth Brown
WallpaperCraft:DottedBrown:4, Dotted Soil Brown
WallpaperCraft:DottedBrown:5, Dotted Light Beige
WallpaperCraft:DottedBrown:6, Dotted Beige
WallpaperCraft:DottedBrown:7, Dotted Terracotta Red
WallpaperCraft:DottedBrown:8, Dotted Brown
WallpaperCraft:DottedBrown:9, Dotted Saddle Brown
WallpaperCraft:DottedBrown:10, Dotted Light Gray Brown
WallpaperCraft:DottedBrown:11, Dotted Gray Brown
WallpaperCraft:DottedBrown:12, Dotted Middle Gray Brown
WallpaperCraft:DottedBrown:13, Dotted Gray Brown
WallpaperCraft:DottedBrown:14, Dotted Dark Gray Brown
WallpaperCraft:DottedGray:0, Dotted White Gray
WallpaperCraft:DottedGray:1, Dotted Light Gray
WallpaperCraft:DottedGray:2, Dotted Gray
WallpaperCraft:DottedGray:3, Dotted Dark Gray
WallpaperCraft:DottedGray:4, Dotted Gray Black
WallpaperCraft:DottedGray:5, Dotted Light Warm Gray
WallpaperCraft:DottedGray:6, Dotted Warm Gray
WallpaperCraft:DottedGray:7, Dotted Middle Warm Gray
WallpaperCraft:DottedGray:8, Dotted Dark Warm Gray
WallpaperCraft:DottedGray:9, Dotted Warm Black Gray
WallpaperCraft:DottedGray:10, Dotted Light Cool gray
WallpaperCraft:DottedGray:11, Dotted Cool Gray
WallpaperCraft:DottedGray:12, Dotted Dark Cool Gray
WallpaperCraft:DottedGray:13, Dotted Cool Blue Gray
WallpaperCraft:DottedGray:14, Dotted Cool Dark Blue Gray
WallpaperCraft:StripedRed:0, Striped Light Warm Pink
WallpaperCraft:StripedRed:1, Striped Light Red
WallpaperCraft:StripedRed:2, Striped Bright Red
WallpaperCraft:StripedRed:3, Striped Red
WallpaperCraft:StripedRed:4, Striped Blood Red
WallpaperCraft:StripedRed:5, Striped Light Cool Pink
WallpaperCraft:StripedRed:6, Striped Pink
WallpaperCraft:StripedRed:7, Striped Hot Pink
WallpaperCraft:StripedRed:8, Striped Dark Pink
WallpaperCraft:StripedRed:9, Striped Fuchsia
WallpaperCraft:StripedRed:10, Striped Baby Pink
WallpaperCraft:StripedRed:11, Striped Light Salmon Red
WallpaperCraft:StripedRed:12, Striped Salmon Red
WallpaperCraft:StripedRed:13, Striped Brown Red
WallpaperCraft:StripedRed:14, Striped Dark Brown Red
WallpaperCraft:StripedPurple:0, Striped Light Magenta
WallpaperCraft:StripedPurple:1, Striped Magenta
WallpaperCraft:StripedPurple:2, Striped Dark Magenta
WallpaperCraft:StripedPurple:3, Striped Violet
WallpaperCraft:StripedPurple:4, Striped Dark Violet
WallpaperCraft:StripedPurple:5, Striped Light Violet
WallpaperCraft:StripedPurple:6, Striped Light Purple
WallpaperCraft:StripedPurple:7, Striped Purple
WallpaperCraft:StripedPurple:8, Striped Dark Purple
WallpaperCraft:StripedPurple:9, Striped Royal Blue
WallpaperCraft:StripedPurple:10, Striped Light Lavender
WallpaperCraft:StripedPurple:11, Striped Lavender
WallpaperCraft:StripedPurple:12, Striped Azure Blue
WallpaperCraft:StripedPurple:13, Striped Dark Blue
WallpaperCraft:StripedPurple:14, Striped Midnight Blue
WallpaperCraft:StripedBlue:0, Striped Light Blue
WallpaperCraft:StripedBlue:1, Striped Light Sky Blue
WallpaperCraft:StripedBlue:2, Striped Sky Blue
WallpaperCraft:StripedBlue:3, Striped Dark Sky Blue
WallpaperCraft:StripedBlue:4, Striped Navy Blue
WallpaperCraft:StripedBlue:5, Striped Light Baby Blue
WallpaperCraft:StripedBlue:6, Striped Baby Blue
WallpaperCraft:StripedBlue:7, Striped Bright Blue
WallpaperCraft:StripedBlue:8, Striped Medium Blue
WallpaperCraft:StripedBlue:9, Striped Deep Blue
WallpaperCraft:StripedBlue:10, Striped Light Aqua Blue
WallpaperCraft:StripedBlue:11, Striped Aqua Blue
WallpaperCraft:StripedBlue:12, Striped Dark Aqua Blue
WallpaperCraft:StripedBlue:13, Striped Ocean Blue
WallpaperCraft:StripedBlue:14, Striped Midnight Blue
WallpaperCraft:StripedCyan:0, Striped Light Green Blue
WallpaperCraft:StripedCyan:1, Striped Light Turquoise Blue
WallpaperCraft:StripedCyan:2, Striped Turquoise Blue
WallpaperCraft:StripedCyan:3, Striped Teal Blue
WallpaperCraft:StripedCyan:4, Striped Dark Teal Blue
WallpaperCraft:StripedCyan:5, Striped Light Seafoam Blue Green
WallpaperCraft:StripedCyan:6, Striped Seafoam Blue Green
WallpaperCraft:StripedCyan:7, Striped Blue Green
WallpaperCraft:StripedCyan:8, Striped Dark Blue Green
WallpaperCraft:StripedCyan:9, Striped Dark Pine Blue Green
WallpaperCraft:StripedGreen:0, Striped Light Green
WallpaperCraft:StripedGreen:1, Striped Light Spring Green
WallpaperCraft:StripedGreen:2, Striped Spring Green
WallpaperCraft:StripedGreen:3, Striped Green
WallpaperCraft:StripedGreen:4, Striped Dark Green
WallpaperCraft:StripedGreen:5, Striped Light Summer Green
WallpaperCraft:StripedGreen:6, Striped Summer Green
WallpaperCraft:StripedGreen:7, Striped Lush Green
WallpaperCraft:StripedGreen:8, Striped Deep Lush Green
WallpaperCraft:StripedGreen:9, Striped Dark Lush Green
WallpaperCraft:StripedGreen:10, Striped Light Spring Green
WallpaperCraft:StripedGreen:11, Striped Spring Green
WallpaperCraft:StripedGreen:12, Striped Light Olive Green
WallpaperCraft:StripedGreen:13, Striped Olive Green
WallpaperCraft:StripedGreen:14, Striped Moss Green
WallpaperCraft:StripedYellow:0, Striped Light Lemon Yellow
WallpaperCraft:StripedYellow:1, Striped Lemon Yellow
WallpaperCraft:StripedYellow:2, Striped Sunny Yellow
WallpaperCraft:StripedYellow:3, Striped Soft Yellow
WallpaperCraft:StripedYellow:4, Striped Orange Yellow
WallpaperCraft:StripedYellow:5, Striped Light Sand Yellow
WallpaperCraft:StripedYellow:6, Striped Light Yellow
WallpaperCraft:StripedYellow:7, Striped Yellow
WallpaperCraft:StripedYellow:8, Striped Gold Yellow
WallpaperCraft:StripedYellow:9, Striped Dark Orange
WallpaperCraft:StripedYellow:10, Striped Light Orange
WallpaperCraft:StripedYellow:11, Striped Sunny Orange
WallpaperCraft:StripedYellow:12, Striped Orange
WallpaperCraft:StripedYellow:13, Striped Deep Orange
WallpaperCraft:StripedYellow:14, Striped Orange Red
WallpaperCraft:StripedBrown:0, Striped Soft Orange
